FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B08122_001,B08122_002,B08122_003,B08122_004,B08122_005,B08122_006,B08122_007,B08122_008,B08122_009,B08122_010,B08122_011,B08122_012,B08122_013,B08122_014,B08122_015,B08122_016,B08122_017,B08122_018,B08122_019,B08122_020,B08122_021,B08122_022,B08122_023,B08122_024,B08122_025,B08122_026,B08122_027,B08122_028
ACSSF,20160,us,0,32,420,42492,2336,3032,37124,28880,2252,1641,24987,2447,0,0,2447,881,0,110,771,1820,0,330,1490,5618,21,564,5033,2846,63,387,2396
ACSSF,20160,us,0,32,421,182251,10212,13740,158299,152768,7436,11417,133915,18111,1700,1521,14890,1168,41,374,753,2117,551,55,1511,1002,0,38,964,7085,484,335,6266
ACSSF,20160,us,0,32,422,122234,10650,10025,101559,104891,7282,8598,89011,9453,1584,831,7038,266,247,0,19,1360,426,0,934,2132,525,217,1390,4132,586,379,3167
ACSSF,20160,us,0,32,423,83425,4186,5516,73723,65430,3003,4118,58309,5556,175,298,5083,1972,74,0,1898,2829,310,606,1913,1255,89,0,1166,6383,535,494,5354
ACSSF,20160,us,0,32,424,25089,2368,2047,20674,20379,1416,1473,17490,2085,305,420,1360,204,130,0,74,781,396,33,352,332,42,0,290,1308,79,121,1108
ACSSF,20160,us,0,32,425,391776,30048,25367,336361,332942,22397,19671,290874,29846,4058,3417,22371,1260,383,157,720,4472,800,781,2891,2829,328,205,2296,20427,2082,1136,17209
ACSSF,20160,us,0,32,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,427,70031,6019,4209,59803,56535,4034,2785,49716,5776,623,392,4761,429,73,24,332,2625,963,499,1163,1382,294,206,882,3284,32,303,2949
ACSSF,20160,us,0,32,428,214009,20723,15013,178273,179698,15270,11341,153087,19060,2941,1906,14213,1463,491,364,608,3601,498,671,2432,4497,537,352,3608,5690,986,379,4325
ACSSF,20160,us,0,32,429,98719,10927,6320,81472,78944,6706,3884,68354,10191,1031,1429,7731,3160,1494,367,1299,2684,1522,389,773,1573,44,52,1477,2167,130,199,1838
ACSSF,20160,us,0,32,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,431,87401,8269,6646,72486,77000,6105,4647,66248,6055,1392,1457,3206,410,35,0,375,614,42,172,400,1465,236,370,859,1857,459,0,1398
ACSSF,20160,us,0,32,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,433,68236,5754,5108,57374,55428,3895,3362,48171,8017,1247,980,5790,576,12,52,512,877,0,159,718,954,157,156,641,2384,443,399,1542
ACSSF,20160,us,0,32,434,270654,19036,24697,226921,223249,13413,19134,190702,28768,3628,3700,21440,1728,642,492,594,2117,100,311,1706,3536,681,583,2272,11256,572,477,10207
ACSSF,20160,us,0,32,435,262889,14150,13443,235296,210207,8240,9371,192596,24348,1883,1719,20746,3328,943,582,1803,8108,1119,941,6048,4567,773,373,3421,12331,1192,457,10682
ACSSF,20160,us,0,32,436,220666,21523,13457,185686,180180,13272,9409,157499,20019,2863,2256,14900,4494,1541,615,2338,4687,1688,463,2536,3301,1045,117,2139,7985,1114,597,6274
ACSSF,20160,us,0,32,437,98978,14287,11803,72888,81478,11758,8838,60882,9995,1087,1445,7463,1022,503,309,210,1804,369,395,1040,2001,294,358,1349,2678,276,458,1944
ACSSF,20160,us,0,32,438,87377,15155,12311,59911,72840,12593,9964,50283,7276,1150,947,5179,313,150,83,80,2009,339,803,867,733,317,169,247,4206,606,345,3255
ACSSF,20160,us,0,32,439,993322,63538,72435,857349,788851,41549,50952,696350,98572,7288,8579,82705,36399,8819,7209,20371,11681,1879,1933,7869,17981,2702,1799,13480,39838,1301,1963,36574
ACSSF,20160,us,0,32,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,441,66822,10898,4453,51471,55613,8437,3854,43322,4494,321,154,4019,1364,864,103,397,2524,1010,239,1275,1078,159,0,919,1749,107,103,1539
ACSSF,20160,us,0,32,442,52524,3941,5566,43017,41491,1988,4102,35401,5299,909,619,3771,1381,339,34,1008,787,339,240,208,846,77,266,503,2720,289,305,2126
ACSSF,20160,us,0,32,443,63665,3519,3217,56929,53924,2936,2060,48928,4120,83,513,3524,528,0,14,514,2781,298,432,2051,301,202,0,99,2011,0,198,1813
ACSSF,20160,us,0,32,444,27452,2305,2268,22879,22872,1472,1738,19662,1961,222,67,1672,0,0,0,0,1234,245,329,660,309,48,70,191,1076,318,64,694
ACSSF,20160,us,0,32,445,51832,2757,4191,44884,42157,1735,2272,38150,5086,535,1006,3545,104,104,0,0,1903,301,610,992,367,82,32,253,2215,0,271,1944
ACSSF,20160,us,0,32,446,249237,24491,16828,207918,200625,16220,12156,172249,21647,2783,2037,16827,3553,1001,474,2078,7120,2864,925,3331,5152,593,673,3886,11140,1030,563,9547
ACSSF,20160,us,0,32,447,46683,3450,3074,40159,41388,2497,2432,36459,2419,161,286,1972,537,208,116,213,996,334,240,422,472,227,0,245,871,23,0,848
ACSSF,20160,us,0,32,448,174009,15793,8591,149625,141309,11865,6134,123310,16737,1993,1324,13420,1500,108,73,1319,4150,1071,380,2699,3782,490,417,2875,6531,266,263,6002
ACSSF,20160,us,0,32,449,336703,21218,23052,292433,282893,17283,17923,247687,33352,1684,3037,28631,1785,428,50,1307,4309,934,663,2712,3334,435,407,2492,11030,454,972,9604
ACSSF,20160,us,0,32,450,64266,6937,6296,51033,47819,4368,4691,38760,8081,1176,652,6253,1464,230,361,873,1750,701,198,851,1243,145,225,873,3909,317,169,3423
ACSSF,20160,us,0,32,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,452,89764,6825,8390,74549,76732,5226,6530,64976,7242,616,850,5776,101,0,0,101,1191,576,127,488,1024,72,114,838,3474,335,769,2370
ACSSF,20160,us,0,32,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,454,6303195,448204,463484,5391507,4741511,273251,307767,4160493,608603,54006,56517,498080,320237,54208,46429,219600,146462,24374,17524,104564,137891,17091,13692,107108,348491,25274,21555,301662
ACSSF,20160,us,0,32,455,618828,38280,36935,543613,510852,28410,25642,456800,51816,3955,6029,41832,10928,2146,1963,6819,9107,1194,1055,6858,8844,1581,1223,6040,27281,994,1023,25264
ACSSF,20160,us,0,32,456,145990,16298,13871,115821,119512,10935,9605,98972,17681,3551,2883,11247,1180,271,376,533,2267,584,295,1388,1952,724,541,687,3398,233,171,2994
ACSSF,20160,us,0,32,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,458,49840,5287,5587,38966,43376,4016,4758,34602,5144,995,553,3596,33,0,8,25,314,102,17,195,428,162,166,100,545,12,85,448
ACSSF,20160,us,0,32,459,117280,7587,8104,101589,95591,5912,4906,84773,12276,1051,1769,9456,543,132,126,285,2664,99,937,1628,2264,356,302,1606,3942,37,64,3841
ACSSF,20160,us,0,32,460,89863,9142,7918,72803,73237,6519,5061,61657,10125,1251,1527,7347,465,222,169,74,1130,487,63,580,1508,392,617,499,3398,271,481,2646
ACSSF,20160,us,0,32,461,54476,4864,6019,43593,41837,3095,3926,34816,8534,1248,1708,5578,119,0,0,119,1159,189,137,833,1564,301,86,1177,1263,31,162,1070
ACSSF,20160,us,0,32,462,360420,24482,16018,319920,270051,11177,10484,248390,29481,1878,1349,26254,13576,2669,1382,9525,16596,5462,1067,10067,11616,1887,995,8734,19100,1409,741,16950
ACSSF,20160,us,0,32,463,220956,7974,6723,206259,178481,5017,4803,168661,20214,1280,862,18072,1517,47,126,1344,6223,949,436,4838,1933,333,74,1526,12588,348,422,11818
ACSSF,20160,us,0,32,464,46559,6106,3045,37408,35759,4361,2445,28953,4880,529,127,4224,225,0,211,14,2589,890,134,1565,1463,194,0,1269,1643,132,128,1383
ACSSF,20160,us,0,32,465,40441,1879,2332,36230,33908,1344,1823,30741,3181,376,383,2422,195,35,2,158,777,40,0,737,517,21,0,496,1863,63,124,1676
ACSSF,20160,us,0,32,466,52646,5025,2901,44720,42049,3558,1869,36622,5587,603,652,4332,665,249,137,279,1653,367,72,1214,561,195,0,366,2131,53,171,1907
ACSSF,20160,us,0,32,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,468,27755,1609,2159,23987,24141,1186,1845,21110,1675,58,62,1555,0,0,0,0,819,299,30,490,485,44,200,241,635,22,22,591
ACSSF,20160,us,0,32,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,470,25687,1807,1676,22204,21158,964,1291,18903,3063,723,258,2082,353,100,58,195,222,20,69,133,241,0,0,241,650,0,0,650
ACSSF,20160,us,0,32,471,28602,3210,2732,22660,23157,2553,2061,18543,2633,123,212,2298,126,96,30,0,893,130,319,444,376,192,29,155,1417,116,81,1220
ACSSF,20160,us,0,32,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,474,308121,53124,41657,213340,253029,37768,33019,182242,23093,4191,3059,15843,1295,159,724,412,3450,945,580,1925,11956,4778,2216,4962,15298,5283,2059,7956
ACSSF,20160,us,0,32,475,36620,2159,2347,32114,28907,1297,1393,26217,3719,469,309,2941,75,55,0,20,1574,233,381,960,721,88,211,422,1624,17,53,1554
ACSSF,20160,us,0,32,476,94311,8431,8182,77698,72547,6177,5501,60869,9037,932,1437,6668,179,48,48,83,1486,349,115,1022,3116,424,570,2122,7946,501,511,6934
ACSSF,20160,us,0,32,477,601929,47193,42405,512331,501633,31536,33589,436508,59336,9587,5854,43895,6625,1588,814,4223,6551,1091,384,5076,6587,856,1331,4400,21197,2535,433,18229
ACSSF,20160,us,0,32,478,96412,9084,11218,76110,77193,6362,8813,62018,8048,834,923,6291,1831,405,515,911,2558,475,203,1880,3911,831,644,2436,2871,177,120,2574
ACSSF,20160,us,0,32,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,480,2857204,197911,241527,2417766,2222685,130171,174454,1918060,266982,23980,28458,214544,107414,20449,15233,71732,46004,7526,6349,32129,55808,7828,5648,42332,158311,7957,11385,138969
ACSSF,20160,us,0,32,481,47937,3570,2201,42166,39536,2884,1886,34766,3783,356,212,3215,184,0,68,116,954,187,0,767,1082,45,26,1011,2398,98,9,2291
ACSSF,20160,us,0,32,482,38195,2019,2889,33287,32305,1547,2319,28439,3392,258,427,2707,690,160,126,404,261,42,0,219,279,0,17,262,1268,12,0,1256
ACSSF,20160,us,0,32,483,81472,3433,4419,73620,68624,2410,3510,62704,7854,586,603,6665,233,11,10,212,1346,368,190,788,886,58,0,828,2529,0,106,2423
ACSSF,20160,us,0,32,484,772818,50029,40794,681995,624037,32154,27295,564588,63560,6208,6428,50924,27415,5118,2662,19635,18563,3796,1729,13038,9583,1027,938,7618,29660,1726,1742,26192
ACSSF,20160,us,0,32,485,1890106,79981,81080,1729045,1473655,47228,53410,1373017,154072,10001,11975,132096,88546,9952,6843,71751,37892,6310,3790,27792,30806,2795,1794,26217,105135,3695,3268,98172
ACSSF,20160,us,0,32,486,43163,2482,2131,38550,34539,1621,1504,31414,5066,560,253,4253,325,0,0,325,952,248,35,669,200,0,0,200,2081,53,339,1689
ACSSF,20160,us,0,32,487,61196,7759,6368,47069,43947,5238,4662,34047,5880,862,175,4843,1471,163,272,1036,2674,371,335,1968,3498,900,204,2394,3726,225,720,2781
ACSSF,20160,us,0,32,488,172740,14431,12355,145954,148548,11896,10162,126490,10933,1361,971,8601,1122,588,330,204,2026,228,313,1485,2092,88,158,1846,8019,270,421,7328
ACSSF,20160,us,0,32,489,217630,12844,21040,183746,173281,8749,14958,149574,23507,2135,2850,18522,2258,165,535,1558,3944,557,501,2886,3530,307,606,2617,11110,931,1590,8589
ACSSF,20160,us,0,32,490,69513,7708,5951,55854,58363,5653,4209,48501,7540,1284,1160,5096,1283,265,414,604,660,263,0,397,506,0,25,481,1161,243,143,775
ACSSF,20160,us,0,32,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,492,162292,13009,11761,137522,138080,10340,8734,119006,15297,1910,1969,11418,543,31,130,382,1280,244,330,706,1630,18,121,1491,5462,466,477,4519
ACSSF,20160,us,0,32,493,27975,1813,2165,23997,22586,1141,1639,19806,2909,359,425,2125,21,0,0,21,214,0,19,195,846,302,82,462,1399,11,0,1388
ACSSF,20160,us,0,32,494,61765,5262,3531,52972,46107,3372,1890,40845,5984,412,223,5349,1614,397,191,1026,3861,815,487,2559,788,0,234,554,3411,266,506,2639
ACSSF,20160,us,0,32,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,496,37092,2630,4360,30102,24955,1922,1639,21394,4282,322,1111,2849,406,0,0,406,1856,159,178,1519,1489,91,328,1070,4104,136,1104,2864
ACSSF,20160,us,0,32,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,498,31281,5876,2900,22505,24667,3952,2270,18445,2487,350,203,1934,186,56,0,130,1362,679,164,519,926,443,123,360,1653,396,140,1117
ACSSF,20160,us,0,32,499,53542,3421,2532,47589,42989,2210,2185,38594,4729,341,179,4209,558,255,0,303,1159,299,66,794,1034,53,14,967,3073,263,88,2722
ACSSF,20160,us,0,32,500,47217,5456,4563,37198,39626,3985,3640,32001,3280,436,467,2377,624,184,32,408,1830,608,350,872,582,83,74,425,1275,160,0,1115
ACSSF,20160,us,0,32,501,72071,6191,4996,60884,58715,4136,3352,51227,9438,1331,1226,6881,381,221,0,160,805,214,108,483,681,140,54,487,2051,149,256,1646
ACSSF,20160,us,0,32,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,503,186406,15632,16500,154274,154881,11575,11994,131312,14179,2182,2353,9644,483,167,35,281,4401,801,1214,2386,2932,485,691,1756,9530,422,213,8895
ACSSF,20160,us,0,32,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,505,71427,2558,2665,66204,52066,1270,1897,48899,8876,601,450,7825,1506,119,0,1387,2257,355,55,1847,1464,95,231,1138,5258,118,32,5108
ACSSF,20160,us,0,32,506,150830,10143,15828,124859,109129,5545,10187,93397,21902,1771,3811,16320,2785,1546,427,812,2175,139,1018,1018,3211,344,248,2619,11628,798,137,10693
ACSSF,20160,us,0,32,507,928761,50586,52127,826048,762825,38221,41374,683230,80205,6119,6257,67829,8665,1213,984,6468,8823,925,999,6899,10985,819,844,9322,57258,3289,1669,52300
ACSSF,20160,us,0,32,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,509,38824,2024,2890,33910,31819,1174,2157,28488,3893,372,419,3102,196,85,0,111,940,17,272,651,256,48,0,208,1720,328,42,1350
ACSSF,20160,us,0,32,510,414307,18596,17501,378210,326372,10360,10975,305037,35852,2841,1845,31166,17578,2581,2987,12010,10343,1438,883,8022,5593,961,326,4306,18569,415,485,17669
ACSSF,20160,us,0,32,511,577685,44933,38781,493971,448803,28044,24560,396199,63638,6922,7233,49483,15314,3436,2791,9087,10839,2800,1541,6498,14528,1991,1828,10709,24563,1740,828,21995
ACSSF,20160,us,0,32,512,43164,2641,2875,37648,35295,1991,2154,31150,3653,367,554,2732,71,4,0,67,840,185,29,626,1200,0,0,1200,2105,94,138,1873
ACSSF,20160,us,0,32,513,9602571,529811,495540,8577220,4763629,153063,168586,4441980,637351,40268,45112,551971,3022273,220775,197623,2603875,547144,71274,49640,426230,201158,16194,15797,169167,431016,28237,18782,383997
ACSSF,20160,us,0,32,514,68408,6156,5343,56909,55629,3302,4225,48102,7908,1889,571,5448,371,177,0,194,1276,471,175,630,914,271,105,538,2310,46,267,1997
ACSSF,20160,us,0,32,515,316356,16784,23877,275695,254390,11936,18762,223692,26693,1901,2376,22416,3317,731,584,2002,2931,127,612,2192,5261,462,647,4152,23764,1627,896,21241
ACSSF,20160,us,0,32,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,517,136296,5136,5556,125604,110657,3346,4022,103289,13035,652,510,11873,2469,447,359,1663,2406,229,142,2035,2100,418,169,1513,5629,44,354,5231
ACSSF,20160,us,0,32,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,519,123774,11050,11881,100843,101101,8172,10529,82400,10961,1205,1112,8644,593,486,107,0,1303,18,37,1248,1492,164,57,1271,8324,1005,39,7280
ACSSF,20160,us,0,32,520,42306,1341,1881,39084,34112,729,1383,32000,2952,14,191,2747,493,92,0,401,1759,506,192,1061,943,0,44,899,2047,0,71,1976
ACSSF,20160,us,0,32,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,522,305707,11155,16044,278508,245687,8595,11972,225120,33480,1356,2411,29713,5463,284,625,4554,4234,87,745,3402,3334,397,50,2887,13509,436,241,12832
ACSSF,20160,us,0,32,523,39057,3100,2441,33516,30893,2116,2159,26618,3599,245,125,3229,173,23,0,150,1845,519,113,1213,348,52,23,273,2199,145,21,2033
ACSSF,20160,us,0,32,524,639580,48321,48623,542636,534396,34461,38192,461743,59315,7759,5916,45640,2739,790,860,1089,6696,1121,662,4913,9888,1558,1471,6859,26546,2632,1522,22392
ACSSF,20160,us,0,32,525,32887,2103,2442,28342,27341,1315,1697,24329,2565,215,360,1990,119,50,0,69,1546,375,273,898,300,74,0,226,1016,74,112,830
ACSSF,20160,us,0,32,526,122808,6307,5964,110537,95516,3645,4196,87675,11452,472,1113,9867,2649,557,179,1913,2692,1146,40,1506,2840,229,0,2611,7659,258,436,6965
ACSSF,20160,us,0,32,527,471482,20956,23532,426994,399941,15965,18729,365247,36287,2962,2490,30835,3862,213,694,2955,5829,666,273,4890,6309,351,570,5388,19254,799,776,17679
ACSSF,20160,us,0,32,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,530,1153862,83222,93682,976958,929018,60797,71743,796478,104815,8140,11438,85237,21379,4828,3290,13261,12127,2530,2076,7521,19736,3276,1995,14465,66787,3651,3140,59996
ACSSF,20160,us,0,32,531,85606,7632,3613,74361,71662,5086,2238,64338,5794,1256,709,3829,673,223,122,328,1426,459,52,915,1720,295,97,1328,4331,313,395,3623
ACSSF,20160,us,0,32,532,68651,4937,3547,60167,57781,3811,2532,51438,5148,448,606,4094,273,104,0,169,1234,241,161,832,1360,242,185,933,2855,91,63,2701
ACSSF,20160,us,0,32,533,51724,3809,3069,44846,43669,2452,2326,38891,4400,672,743,2985,662,238,0,424,1134,178,0,956,755,201,0,554,1104,68,0,1036
ACSSF,20160,us,0,32,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,535,407269,21817,24295,361157,316992,12460,14960,289572,51316,6358,6917,38041,5157,965,168,4024,6169,818,771,4580,6884,610,413,5861,20751,606,1066,19079
ACSSF,20160,us,0,32,536,42817,4583,3160,35074,35419,2717,2875,29827,2609,382,138,2089,375,8,0,367,1043,289,64,690,863,662,75,126,2508,525,8,1975
ACSSF,20160,us,0,32,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,538,237019,18989,16147,201883,196384,15056,12855,168473,18010,1912,1883,14215,963,0,292,671,2333,718,573,1042,4971,799,42,4130,14358,504,502,13352
ACSSF,20160,us,0,32,539,88690,6777,6318,75595,72440,4714,5176,62550,9000,1144,606,7250,1066,12,300,754,1061,90,0,971,1505,53,166,1286,3618,764,70,2784
ACSSF,20160,us,0,32,540,36016,2588,2409,31019,29100,1684,1830,25586,4202,638,325,3239,416,148,49,219,960,118,45,797,237,0,42,195,1101,0,118,983
ACSSF,20160,us,0,32,541,205609,13930,12891,178788,163981,9333,9628,145020,23024,2221,1869,18934,1184,672,0,512,1843,677,235,931,3588,393,483,2712,11989,634,676,10679
ACSSF,20160,us,0,32,542,171115,8710,10641,151764,145183,6086,9026,130071,12718,934,406,11378,2153,372,332,1449,2840,564,543,1733,2114,232,226,1656,6107,522,108,5477
ACSSF,20160,us,0,32,543,2876846,144323,122673,2609850,2098700,75118,71632,1951950,225846,15032,14686,196128,267512,29177,20288,218047,94787,13601,7785,73401,45692,3850,3659,38183,144309,7545,4623,132141
ACSSF,20160,us,0,32,544,2105117,156763,138142,1810212,1607992,104091,96736,1407165,236772,23087,21969,191716,38635,8296,4820,25519,29093,6351,2900,19842,51256,6531,5008,39717,141369,8407,6709,126253
ACSSF,20160,us,0,32,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,547,1122785,52560,50273,1019952,865054,29364,33128,802562,92671,6785,5346,80540,66737,7337,5556,53844,31453,5532,2852,23069,13351,1640,1239,10472,53519,1902,2152,49465
ACSSF,20160,us,0,32,548,61236,2525,1989,56722,49816,1907,662,47247,3446,178,228,3040,988,50,172,766,2652,266,417,1969,517,0,0,517,3817,124,510,3183
ACSSF,20160,us,0,32,549,36181,2906,2070,31205,29800,1261,1532,27007,3854,920,315,2619,76,0,27,49,525,88,73,364,1354,428,123,803,572,209,0,363
ACSSF,20160,us,0,32,550,34887,3847,3268,27772,27953,2952,2429,22572,3457,483,28,2946,269,34,0,235,762,181,369,212,1230,142,244,844,1216,55,198,963
ACSSF,20160,us,0,32,551,27639,2544,1340,23755,22838,1923,1005,19910,2170,372,114,1684,380,98,0,282,323,52,63,208,321,0,0,321,1607,99,158,1350
ACSSF,20160,us,0,32,552,274487,12031,9773,252683,218410,7836,6881,203693,21995,647,946,20402,3397,776,238,2383,9924,1295,1183,7446,3991,445,250,3296,16770,1032,275,15463
ACSSF,20160,us,0,32,553,1209704,69704,59780,1080220,859234,40321,36244,782669,110523,7806,8348,94369,77888,8079,6560,63249,37136,5130,3383,28623,39174,3070,2187,33917,85749,5298,3058,77393
ACSSF,20160,us,0,32,554,190490,14955,14705,160830,149453,8133,11745,129575,20884,3563,1812,15509,779,168,74,537,1132,452,76,604,6998,1344,118,5536,11244,1295,880,9069
ACSSF,20160,us,0,32,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,556,61372,3336,2777,55259,51103,2473,1951,46679,6495,662,463,5370,211,47,0,164,1655,106,221,1328,352,4,42,306,1556,44,100,1412
ACSSF,20160,us,0,32,557,83634,5535,7437,70662,64559,4207,5457,54895,9299,490,901,7908,240,117,0,123,1537,6,617,914,2352,274,363,1715,5647,441,99,5107
ACSSF,20160,us,0,32,558,773225,34227,29906,709092,634371,22291,21218,590862,64781,6297,4489,53995,19768,2084,1436,16248,19347,2020,1715,15612,6862,819,142,5901,28096,716,906,26474
ACSSF,20160,us,0,32,559,264948,25771,19839,219338,196197,14050,13896,168251,28929,2991,2534,23404,3870,595,85,3190,10806,5626,1158,4022,5623,924,845,3854,19523,1585,1321,16617
ACSSF,20160,us,0,32,560,66351,6668,4530,55153,54471,5432,3628,45411,7289,915,376,5998,976,134,335,507,802,95,0,707,973,14,0,959,1840,78,191,1571
ACSSF,20160,us,0,32,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,562,35943,1340,2105,32498,31049,981,1656,28412,1941,210,265,1466,20,0,0,20,525,0,184,341,204,8,0,196,2204,141,0,2063
ACSSF,20160,us,0,32,563,90276,5785,3462,81029,75362,3734,2826,68802,9486,1426,636,7424,729,190,0,539,990,189,0,801,919,133,0,786,2790,113,0,2677
ACSSF,20160,us,0,32,564,664538,36228,36331,591979,535818,24249,27052,484517,54117,6018,4678,43421,7719,878,1653,5188,6723,467,137,6119,8281,1019,877,6385,51880,3597,1934,46349
ACSSF,20160,us,0,32,565,69328,4136,5119,60073,56400,2179,4196,50025,5468,398,111,4959,152,0,0,152,1736,870,69,797,1168,167,474,527,4404,522,269,3613
ACSSF,20160,us,0,32,566,197290,11645,10521,175124,160812,6366,6331,148115,16988,2444,1820,12724,2811,970,569,1272,4985,963,753,3269,3721,545,489,2687,7973,357,559,7057
ACSSF,20160,us,0,32,567,70716,6145,6656,57915,59024,4873,4977,49174,4104,200,629,3275,420,0,110,310,1893,423,84,1386,1268,247,299,722,4007,402,557,3048
ACSSF,20160,us,0,32,568,225678,13776,17210,194692,176351,8608,11725,156018,22904,2229,1865,18810,5121,828,1692,2601,6565,1381,1220,3964,4091,481,31,3579,10646,249,677,9720
ACSSF,20160,us,0,32,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,570,627390,34462,27048,565880,520216,22769,19769,477678,50304,4755,3853,41696,8873,1234,1381,6258,9379,2627,481,6271,8941,2032,481,6428,29677,1045,1083,27549
ACSSF,20160,us,0,32,571,43833,6807,2981,34045,37895,4964,2433,30498,2681,720,278,1683,0,0,0,0,1454,966,50,438,700,50,186,464,1103,107,34,962
ACSSF,20160,us,0,32,572,1845178,141791,149393,1553994,1451684,102830,107258,1241596,219136,18968,22927,177241,23402,3225,3271,16906,23400,4609,3699,15092,27796,3235,3317,21244,99760,8924,8921,81915
ACSSF,20160,us,0,32,573,143469,10604,7589,125276,121629,7733,6599,107297,9935,877,474,8584,1890,952,0,938,1659,321,48,1290,1535,467,38,1030,6821,254,430,6137
ACSSF,20160,us,0,32,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,575,112543,5224,5156,102163,83867,2818,3361,77688,12778,807,867,11104,4085,259,286,3540,4400,339,392,3669,1553,348,0,1205,5860,653,250,4957
ACSSF,20160,us,0,32,576,504816,27818,24568,452430,413223,17999,17474,377750,39877,3497,2457,33923,12978,2582,1468,8928,12124,2251,1801,8072,5780,403,737,4640,20834,1086,631,19117
